state,session.year_start,bill_number,description,status,url,Type, , , , , , , , , , , , , , , , , , 
IL,2015,HR0351,"Publicly condemns Indiana's ""Religious Freedom Restoration Act"" as an unnecessary and discriminatory measure that harms United States society.",Intro,https://legiscan.com/IL/bill/HR0351/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IL,2009,HB2547,"Amends the Illinois Human Rights Act. Provides that with respect to a non-sectarian nursery, day care center, school, or other place of education that is a place of public accommodation, as defined in the Act: (a) the exercise of free speech, free expression, free exercise of religion or expression of religiously based views by any individual or group of individuals that is protected under the First Amendment to the United States Constitution or under Article I of the Illinois Constitution, shall not be a civil rights violation; and (b) the jurisdiction of the Department is limited to: (1) the failure to enroll an individual; (2) the denial of access to facilities, goods, or services; (3) harassment, bullying, or similar acts against an individual; or (4) the failure of a covered entity to take corrective action to stop harassment, bullying, or similar acts against an individual (instead of in regard to the failure to enroll an individual or the denial of access to its facilities, goods, or services, except that the Department shall not have jurisdiction over charges involving curriculum content, course content, or course offerings, conduct of the class by the teacher or instructor, or any activity within the classroom or connected with a class activity such as physical education). Effective immediately.",Passed,https://legiscan.com/IL/bill/HB2547/2009,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IL,2015,SB1564,"Amends the Health Care Right of Conscience Act. Makes changes in the Section concerning findings and policy. Defines ""access to care and information protocols"" and ""material information"". Provides that notwithstanding any other law, a health care facility, or any physician or health care personnel working in the facility, may refuse to permit, perform, assist in, counsel about, suggest, recommend, refer for, or participate in health care services because of a conscience-based objection only if the refusal occurs in accordance with written access to care and information protocols designed to ensure that (1) the patient receives material information in a timely fashion; and (2) the refusal will not impair the patient's health by causing delay of or inability to access the refused health care service. Provides that nothing in the Act shall be construed to prevent a health care facility from requiring that physicians or health care personnel working in the facility comply with access to care and information protocols. Makes other changes in Sections concerning: (i) discrimination by employers or institutions; and (ii) liability.",Passed,https://legiscan.com/IL/bill/SB1564/2015,Healthcare,,,,,,,,,,,,,,,,,,
IN,2016,HB1041,Marriage. Eliminates the requirement that: (1) individuals obtain a marriage license before being married; (2) a marriage be solemnized by an individual specified by state law; and (3) a marriage license be filed with a circuit court clerk and the state department of health. Provides for marriage by marriage contract by any two individuals who are competent to contract in Indiana or otherwise permitted to marry in Indiana.,Dead,https://legiscan.com/IN/bill/HB1041/2016,Marriage,,,,,,,,,,,,,,,,,,
IN,2015,HB1632,"Religious freedom restoration act. Provides that a state or local government action may not substantially burden a person's right to the exercise of religion unless it is demonstrated that applying the burden to the person's exercise of religion is: (1) essential to further a compelling governmental interest; and (2) the least restrictive means of furthering the compelling governmental interest. Provides that a person whose exercise of religion has been substantially burdened, or is likely to be substantially burdened, by a state or local government action may assert the burden as a claim or defense in a judicial proceeding, regardless of",Dead,https://legiscan.com/IN/bill/HB1632/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IN,2015,HB1500,Religious liberties for students. Provides that a public school shall not discriminate against the school's students or parents of the school's students on the basis of a religious viewpoint or religious expression.,Intro,https://legiscan.com/IN/bill/HB1500/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IN,2015,SB0568,"Religious freedom restoration act. Provides that a state or local government action may not substantially burden a person's right to the exercise of religion unless it is demonstrated that applying the burden to the person's exercise of religion is: (1) essential to further a compelling governmental interest; and (2) the least restrictive means of furthering the compelling governmental interest. Provides that a person whose exercise of religion has been substantially burdened, or is likely to be substantially burdened, by a state or local government action may assert the burden as a claim or defense in a judicial proceeding, regardless of",Intro,https://legiscan.com/IN/bill/SB0568/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
IN,2017,HB1024,"Prayer in schools. Provides that a school corporation or charter school shall not discriminate against a student or a student's parent on the basis of a religious viewpoint or religious expression. Provides that students may express their beliefs about religion in homework, artwork, and other written and oral assignments free from discrimination based on the religious content of their submissions. Provides that public school students may pray or engage in religious activities or religious expression before, during, and after the school day in the same manner and to the same extent that students may engage in nonreligious activities or expression.",Passed,https://legiscan.com/IN/bill/HB1024/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
IN,2015,SB0050,"Antidiscrimination safeguards. Indicates that the law related to adjudicating a claim or defense that a state or local law, ordinance, or other action substantially burdens the exercise of religion of a person: (1) does not authorize a provider to refuse to offer or provide services, facilities, use of public accommodations, goods, employment, or housing to any member or members of the general public; (2) does not establish a defense to a civil action or criminal prosecution for refusal by a provider to offer or provide services, facilities, use of public accommodations, goods, employment, or housing to any member or members",Passed,https://legiscan.com/IN/bill/SB0050/2015,Marriage,,,,,,,,,,,,,,,,,,
IN,2015,SB101,"Religious freedom restoration. Prohibits a governmental entity from substantially burdening a person's exercise of religion, even if the burden results from a rule of general applicability, unless the governmental entity can demonstrate that the burden: (1) is in furtherance of a compelling governmental interest; and (2) is the least restrictive means of furthering the compelling governmental interest. Provides a procedure for remedying a violation. Specifies that the religious freedom law applies to the implementation or application of a law regardless of whether the state or any other governmental entity or official is a party to a proceeding implementing or applying",Passed,https://legiscan.com/IN/bill/SB0101/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
KS,2017,HB2687,Creating the adoption protection act.,Dead,https://legiscan.com/KS/bill/HB2687/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
KS,2017,SB401,Creating the adoption protection act.,Dead,https://legiscan.com/KS/bill/SB401/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
KS,2019,HB2164,Repealing the adoption protection act.,Intro,https://legiscan.com/KS/bill/HB2164/2019,Adoption Bill,,,,,,,,,,,,,,,,,,
KS,2017,SB284,Creating the adoption protection act and updating the Kansas adoption and relinquishment act.,Passed,https://legiscan.com/KS/bill/SB284/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
KY,2016,SB5,"Create a new section of KRS Chapter 446 to define ""protected activities,"" ""protected activity provider,"" and ""protected rights""; provide legislative intent; prohibit any statute, regulation, ordinance, order, judgment, of other law or action by any court, commission, or other public agency from impairing, impeding, infringing upon, or otherwise restricting the exercise of protected rights by any protected activity provider; prohibit a protected activity provider from being fined, imprisoned, held in contempt, or otherwise punished or found liable for actions or inactions related to providing or refusing to provide protected activities unless a court finds that the complaining person or the government proved by clear and convincing evidence that a compelling governmental interest in infringing upon the act or refusal to act existed and the least restrictive means was used.",Dead,https://legiscan.com/KY/bill/SB180/2016,Adoption Bill,,,,,,,,,,,,,,,,,,
KY,2016,SB180,"Create a new section of KRS Chapter 446 to define ""protected activities,"" ""protected activity provider,"" and ""protected rights""; provide legislative intent; prohibit any statute, regulation, ordinance, order, judgment, of other law or action by any court, commission, or other public agency from impairing, impeding, infringing upon, or otherwise restricting the exercise of protected rights by any protected activity provider; prohibit a protected activity provider from being fined, imprisoned, held in contempt, or otherwise punished or found liable for actions or inactions related to providing or refusing to provide protected activities unless a court finds that the complaining person or the government proved by clear and convincing evidence that a compelling governmental interest in infringing upon the act or refusal to act existed and the least restrictive means was used.",Dead,https://legiscan.com/KY/bill/SB180/2016,Adoption Bill,,,,,,,,,,,,,,,,,,
KY,2018,HB372,"Create new sections of KRS Chapter 344 to set forth legislative findings; define ""discriminatory actions,"" ""religious organization,"" ""state benefit program,"" and ""state government""; set forth those religious beliefs or moral convictions protected by the Act; restrict state government from taking discriminatory actions against religious organizations for certain actions; allow a person to assert a claim against state government as a defense against certain discriminatory actions; require that a person assert a claim within two years; waive sovereign, governmental, and qualified immunities except those of liability under the Eleventh Amendment to the United States Constitution; declare that the protections of free exercise of religious beliefs afforded are in addition to protections under federal and state law and federal and state constitutions; specify that if any application or provisions of the Act that is held invalid under the law, the remainder of the Act and application of its provisions shall not be affected.",Dead,https://legiscan.com/KY/bill/HB372/2018,Adoption Bill,,,,,,,,,,,,,,,,,,
KY,2010,SB142,"Create a new section of KRS Chapter 156 to require the Kentucky Board of Education to promulgate administrative regulations to establish an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible; require that the course provide students knowledge of biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy; permit students to use various translations of the Bible for the course; amend KRS 158.197 to permit a school council to offer an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible.",Dead,https://legiscan.com/KY/bill/SB142/2010,Bible Literacy Act,,,,,,,,,,,,,,,,,,
KY,2011,SB56,"Create a new section of KRS Chapter 156 to require the Kentucky Board of Education to promulgate administrative regulations to establish an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible; require that the course provide students knowledge of biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy; permit students to use various translations of the Bible for the course; amend KRS 158.197 to permit a school council to offer an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible.",Dead,https://legiscan.com/KY/bill/SB56/2011,Bible Literacy Act,,,,,,,,,,,,,,,,,,
KY,2016,SB278,"Create a new section of KRS Chapter 156 to require the Kentucky Board of Education to promulgate administrative regulations to establish an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible; require that the course provide students knowledge of biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy; permit students to use various translations of the Bible for the course; amend KRS 158.197 to permit a school council to offer an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible.",Dead,https://legiscan.com/KY/bill/SB278/2016,Bible Literacy Act,,,,,,,,,,,,,,,,,,
KY,2016,SB106,Amend KRS 158.183 to permit public schools to sponsor artistic or theatrical programs that advance students' knowledge of society's cultural and religious heritage and traditions.,Dead,https://legiscan.com/KY/bill/SB106/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2018,SB237,Amend KRS 164.348 to require public postsecondary institutions to adopt policies ensuring the protection of freedom of speech and expression by students and faculty; require policies to be made available to students and faculty; create a cause of action for a violation of any policy required by the Act.,Dead,https://legiscan.com/KY/bill/SB237/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2016,HB28,"Amend KRS 402.050 and 446.350 to exempt persons, officials, and institutions with religious objections to any marriage from any requirement to solemnize such a marriage.",Dead,https://legiscan.com/KY/bill/HB28/2016,Marriage,,,,,,,,,,,,,,,,,,
KY,2017,SB138,"Create a new section of KRS Chapter 156 to require the Kentucky Board of Education to promulgate administrative regulations to establish an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible; require that the course provide to students knowledge of biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy; permit students to use various translations of the Bible for the course; amend KRS 158.197 to permit a school council to offer an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible.",Intro,https://legiscan.com/KY/bill/SB138/2017,Bible Literacy Act,,,,,,,,,,,,,,,,,,
KY,2013,HR67,Express support for the voluntary expression of religious viewpoints by students in public schools.,Intro,https://legiscan.com/KY/bill/HR67/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2014,HB426,"Amend KRS 158.183 to permit students to voluntarily express religious viewpoints in school assignments free from discrimination and to organize prayer groups, religious clubs, or other religious gatherings before, during, and after school to the same extent that students are permitted to organize other noncurricular student activities and groups; create a new section of KRS Chapter 158 to require each board of education to adopt and implement a policy regarding voluntary student expression of religious viewpoints and to establish a limited public forum for student speakers at all school events at which a student is to publicly speak, including graduation; designate procedure for selection of student speakers; require subject of speech to be relevant to event; require district disclaimer indicating nonendorsement of the content of voluntary expressions by students.",Intro,https://legiscan.com/KY/bill/HB426/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2014,HB435,"Amend KRS 158.183 to permit students to voluntarily express religious viewpoints in school assignments free from discrimination and organize prayer groups, religious clubs, or other religious gatherings before, during, and after school to the same extent that students are permitted to organize other noncurricular student activities and groups and allow for expression of religious viewpoints through dress to the same extent as students are permitted to express viewpoints through nonreligious dress; create a new section of KRS Chapter 158 to require each board of education to adopt and implement a policy regarding voluntary student expression of religious viewpoints and to establish a limited public forum for student speakers at all school events at which a student is to publicly speak, including graduation.",Intro,https://legiscan.com/KY/bill/HB435/2014,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2015,HB79,"Amend KRS 158.183 to permit students to voluntarily express religious viewpoints in school assignments free from discrimination and organize prayer groups, religious clubs, or other religious gatherings before, during, and after school to the same extent that students are permitted to organize other noncurricular student activities and groups and allow for expression of religious viewpoints through dress to the same extent as students are permitted to express viewpoints through nonreligious dress; create a new section of KRS Chapter 158 to require each board of education to adopt and implement a policy regarding voluntary student expression of religious viewpoints and to establish a limited public forum for student speakers at all school events at which a student is to publicly speak, including graduation.",Intro,https://legiscan.com/KY/bill/HB79/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2015,SB37,"Amend KRS 158.183 to permit students to voluntarily express religious viewpoints in school assignments free from discrimination and to organize prayer groups, religious clubs, or other religious gatherings before, during, and after school to the same extent that students are permitted to organize other noncurricular student activities and groups; create a new section of KRS Chapter 158 to require each board of education to adopt and implement a policy regarding voluntary student expression of religious viewpoints and to establish a limited public forum for student speakers at all school events at which a student is to publicly speak, including graduation; designate procedure for selection of student speakers; require subject of speech to be relevant to event; require district disclaimer indicating nonendorsement of the content of voluntary expressions by students.",Intro,https://legiscan.com/KY/bill/SB37/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2016,HB14,"Amend KRS 344.130, 402.050, and 446.350 to exempt persons, officials, and institutions with religious objections to same-sex marriage from any requirement to solemnize such marriages.",Intro,https://legiscan.com/KY/bill/HB14/2016,Marriage,,,,,,,,,,,,,,,,,,
KY,2016,HB17,"Amend KRS 344.130, 402.050, and 446.350 to exempt persons, officials, and institutions with religious objections to same-sex marriage from any requirement to solemnize, or to issue or record licenses for, such marriages.",Intro,https://legiscan.com/KY/bill/HB17/2016,Marriage,,,,,,,,,,,,,,,,,,
KY,2016,HB31,"Create a new section of KRS Chapter 213 to move marriage licensing and recording duties from county clerks to the state registrar of vital statistics, to allow a fee of $35.50 for licenses, and to provide for the transfer of existing marriage records; amend KRS 344.130, 402.050, and 446.350 to exempt persons, officials, and institutions with religious objections to same-sex marriage from any requirement to solemnize such marriages; amend KRS 47.110, 64.012, 142.010, 209.160, 213.116, 402.080, 402.100, 402.110, 402.210, 402.220, 402.230, and 402.990 to conform; repeal KRS 402.240 which allows county judges/executive to issue marriage licenses in the absence of a county clerk; repeal KRS 402.170 which requires county clerks to distribute marriage manuals; EFFECTIVE JANUARY 1, 2017.",Intro,https://legiscan.com/KY/bill/HB31/2016,Marriage,,,,,,,,,,,,,,,,,,
KY,2019,HB45,Amend KRS 158.195 to require each public elementary and secondary school to display the national motto in a prominent location in the school.,Intro,https://legiscan.com/KY/bill/HB45/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
KY,2017,HB128,"Create a new section of KRS Chapter 156 to require the Kentucky Board of Education to promulgate administrative regulations to establish an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible; require that the course provide to students knowledge of biblical content, characters, poetry, and narratives that are prerequisites to understanding contemporary society and culture, including literature, art, music, mores, oratory, and public policy; permit students to use various translations of the Bible for the course; amend KRS 158.197 to permit a school council to offer an elective social studies course on the Hebrew Scriptures, Old Testament of the Bible, the New Testament, or a combination of the Hebrew Scriptures and the New Testament of the Bible.",Passed,https://legiscan.com/KY/bill/HB128/2017,Bible Literacy Act,,,,,,,,,,,,,,,,,,
KY,2017,SB17,"Amend KRS 158.183 to permit students to voluntarily express religious or political viewpoints in school assignments free from discrimination; require local boards of education to ensure that the selection of student speakers is made in a viewpoint-neutral manner, the student's prepared remarks are not altered before delivery without student's consent, religious and political organizations are allowed equal access to public forums on the same basis as nonreligious and nonpolitical organizations, and no recognized religious or political student organization is discriminated against in the ordering of its internal affairs; allow students to display religious messages on items of clothing, access public school facilities during noninstructional time as a religious student organization, use school media to announce student religious meetings, and meet as a religious student group during noninstructional time and before and after school to the same extent as students undertaking such actions in a nonreligious manner; permit public schools to sponsor artistic or theatrical programs that advance students' knowledge of society's cultural and religious heritage; create a new section of KRS Chapter 158 to allow a teacher to teach about religion with the use of the Bible or other scripture without providing religious instruction, and to teach about religious holidays in a secular manner; amend KRS 158.186 to require annual notification to local school boards, school-based decision making councils, and certified employees of statutes pertaining to religious freedom and expression in schools; create a new section of KRS Chapter 164 to require public postsecondary education institution governing boards to ensure that students are permitted to voluntarily express religious or political viewpoints in assignments free from discrimination, the selection of student speakers is made in a viewpoint-neutral manner, the student's prepared remarks are not altered before delivery without the student's consent, religious and political organizations are allowed equal access to public forums on the same basis as nonreligious and nonpolitical organizations, no recognized religious or political student organization is discriminated against in the ordering of its internal affairs, and there are no restrictions on speech that occurs outdoors on campus and is protected by the First Amendment of the United States Constitution, except for restrictions that are reasonable, justified without reference to speech content, narrowly tailored to serve governmental interest, and limited to provide alternative options for the communication of the information.",Passed,https://legiscan.com/KY/bill/SB17/2017,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
KY,2019,HB46,Amend KRS 158.195 to require each public elementary and secondary school to display the national motto in a prominent location in the school.,Passed,https://legiscan.com/KY/bill/HB46/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
KY,2018,HR37,Recognize January 16th as National Religious Freedom Day.,Passed,https://legiscan.com/KY/bill/HR37/2018,Religious Freedom Day,,,,,,,,,,,,,,,,,,
KY,2018,SR63,Recognize January 16th as National Religious Freedom Day.,Passed,https://legiscan.com/KY/bill/SR63/2018,Religious Freedom Day,,,,,,,,,,,,,,,,,,
LA,2015,HB707,Creates the Marriage and Conscience Act,Dead,https://legiscan.com/LA/bill/HB707/2015,Marriage,,,,,,,,,,,,,,,,,,
LA,2016,HB597,Provides for the Pastor Protection Act,Dead,https://legiscan.com/LA/bill/HB597/2016,Marriage,,,,,,,,,,,,,,,,,,
LA,2010,SB504,"Exempts certain religious, non-profit, child care facilities and child-placing agencies from certain regulations. (See Act) (OR NO IMPACT SG RV See Note)",Intro,https://legiscan.com/LA/bill/SB504/2010,Adoption Bill,,,,,,,,,,,,,,,,,,
LA,2016,HCR139,"Encourages the State Board of Elementary and Secondary Education, public school districts, and public schools to develop guidelines for content standards and curricula relative to religious issues",Intro,https://legiscan.com/LA/bill/HCR139/2016,Bible Literacy Act,,,,,,,,,,,,,,,,,,
LA,2015,SCR69,Expresses support of Louisiana students to assemble for religious expression and to express their religious beliefs in public elementary and secondary schools and public postsecondary education institutions.,Passed,https://legiscan.com/LA/bill/SCR69/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MA,2011,H2715,For legislation to protect the rights of students to express religious viewpoints. Education.,Intro,https://legiscan.com/MA/bill/H2715/2011,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MA,2013,H391,For legislation to protect the rights of students to express religious viewpoints. Education.,Intro,https://legiscan.com/MA/bill/H391/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MA,2019,HB1392,For legislation to to protect the religious beliefs and moral convictions of citizens of the Commonwealth. The Judiciary.,Intro,https://legiscan.com/MA/text/H1392/2019,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MD,2011,SB116,Altering a provision of law to establish that only a marriage between two individuals who are not otherwise prohibited from marrying is valid in the State; making specified changes in provisions of law prohibiting marriages within specified degrees of relationship; prohibiting an official of a religious institution or body authorized to solemnize marriages from being required to solemnize any marriage in violation of the constitutional right to free exercise of religion; etc.,Dead,https://legiscan.com/MD/bill/SB116/2011,Marriage,,,,,,,,,,,,,,,,,,
MD,2019,HB267,Allows school districts to offer elective social studies courses on the Hebrew Scriptures and the New Testament,Intro,https://legiscan.com/MO/bill/HB267/2019,Bible Literacy Act,,,,,,,,,,,,,,,,,,
MD,2016,SB267,"Requiring specified county boards of education to allow nonsectarian student-initiated voluntary prayer during mandatory and voluntary school-sponsored student events; providing that the Act does not diminish specified rights of specified individuals relating to free speech and the free exercise of religion; providing that the exercise of specified rights may not be construed as a specified support, approval, or sanction of the contents of a specified prayer; etc.",Intro,https://legiscan.com/MD/bill/SB267/2016,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MD,2018,HB1306,"Requiring the Baltimore County Board of Education to allow nonsectarian student-initiated voluntary prayer during mandatory and voluntary school-sponsored student events; providing that the Act does not diminish certain rights of certain individuals relating to free speech and the free exercise of religion; providing that the exercise of certain rights may not be construed as a certain support, approval, or sanction of the contents of a certain prayer; etc.",Intro,https://legiscan.com/MD/bill/HB1306/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MD,2018,SB613,"Requiring the Baltimore County Board of Education to allow nonsectarian student-initiated voluntary prayer during mandatory and voluntary school-sponsored student events; providing that the Act does not diminish certain rights of certain individuals relating to free speech and the free exercise of religion; providing that the exercise of certain rights may not be construed as a certain support, approval, or sanction of the contents of a certain prayer; etc.",Intro,https://legiscan.com/MD/bill/SB613/2018,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MD,2010,HB808,Establishing that a marriage between two individuals who are not otherwise prohibited from marrying is valid in the State; prohibiting an official of a religious institution or body authorized to solemnize marriages from being required to solemnize any marriage in violation of the constitutional right to free exercise of religion; etc.,Intro,https://legiscan.com/MD/bill/HB808/2010,Marriage,,,,,,,,,,,,,,,,,,
MD,2010,SB582,Altering a provision of law to establish that only a marriage between two individuals who are not otherwise prohibited from marrying is valid in the State; prohibiting an official of a religious institution or body authorized to solemnize marriages from being required to solemnize any marriage in violation of the constitutional right to free exercise of religion; etc.,Intro,https://legiscan.com/MD/bill/SB582/2010,Marriage,,,,,,,,,,,,,,,,,,
MD,2011,HB55,Establishing that a marriage between two individuals who are not otherwise prohibited from marrying is valid in the State; prohibiting an official of a religious institution or body authorized to solemnize marriages from being required to solemnize any marriage in violation of the constitutional right to free exercise of religion; etc.,Intro,https://legiscan.com/MD/bill/HB55/2011,Marriage,,,,,,,,,,,,,,,,,,
MD,2012,HB438,Altering a provision of law to establish that only a marriage between two individuals who are not otherwise prohibited from marrying is valid in the State; prohibiting an official of a religious order or body authorized to perform a marriage ceremony from being required to solemnize or officiate at a marriage or religious rite of a marriage in violation of the constitutional right to free exercise of religion; making the Act contingent on the resolution of litigation under specified circumstances; etc.,Passed,https://legiscan.com/MD/bill/HB438/2012,Marriage,,,,,,,,,,,,,,,,,,
ME,2015,LD1340,An Act To Enact the Preservation of Religious Freedom Act,Failed,https://legiscan.com/ME/bill/LD1340/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MI,2011,SB0975,"Health; other; religious liberty and conscience protection act; enact to allow health care payers, health facilities, and health providers a right to decline to provide or pay for certain objectionable health care services. Creates new act.",Dead,https://legiscan.com/MI/bill/SB0975/2011,Healthcare,,,,,,,,,,,,,,,,,,
MI,2015,SB4,Civil rights; religious discrimination; Michigan religious freedom restoration act; create. Creates new act.,Dead,https://legiscan.com/MI/bill/SB0004/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MI,2016,SB2822,"An Act To Amend Section 11-61-1, Mississippi Code Of 1972, To Clarify The Application Of The Mississippi Religious Freedom Restoration Act; And For Related Purposes.",Dead,https://legiscan.com/MS/bill/SB2822/2016,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MI,2011,HB5763,"Children; adoption; objection to placements by child placing agency based on religious or moral convictions; allow. Amends secs. 23b, 23d, 23e & 46, ch. X of 1939 PA 288 (MCL 710.23b et seq.).",Intro,https://legiscan.com/MI/bill/HB5763/2011,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2013,HB4927,Children; adoption; licensure of child placing agency that objects to placements on religious or moral grounds; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 5a.,Intro,https://legiscan.com/MI/bill/HB4927/2013,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2013,HB4928,"Children; adoption; objection to placements by child placing agency based on religious or moral convictions; allow. Amends secs. 23b, 23d, 23e & 46, ch. X of 1939 PA 288 (MCL 710.23b et seq.).",Intro,https://legiscan.com/MI/bill/HB4928/2013,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2013,HB4991,"Children; adoption; objection to placements by child placing agency based on religious or moral convictions; allow. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding sec. 14e. TIE BAR WITH: HB 4927'13, HB 4928'13",Intro,https://legiscan.com/MI/bill/HB4991/2013,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2017,HB6230,"Children; adoption; objection to participation in placements and adoptions by a child placing agency based on religious or moral convictions; prohibit. Repeals secs. 14e & 14f of 1973 PA 116 (MCL 722.124e & 722.124f). TIE BAR WITH: HB 6231'18, HB 6232'18",Intro,https://legiscan.com/MI/bill/HB6230/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2017,HB6231,"Children; adoption; objection to placements by child placing agency based on religious or moral convictions; prohibit. Repeals sec. 23g, ch. X of 1939 PA 288 (MCL 710.23g). TIE BAR WITH: HB 6230'18, HB 6232'18",Intro,https://legiscan.com/MI/bill/HB6231/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2011,HB6065,Occupations; advisors and counselors; counseling education program required for licensure; limit approval of programs that do not protect a student's religious belief. Amends secs. 18107 & 18111 of 1978 PA 368 (MCL 333.18107 & 333.18111) & adds sec. 18108.,Intro,https://legiscan.com/MI/bill/HB6065/2011,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MI,2013,HB4986,Education; school districts; certain protections regarding student rights to religious expression in public schools; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1299a.,Intro,https://legiscan.com/MI/bill/HB4986/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MI,2015,HB4147,Education; school districts; certain protections regarding student rights to religious expression in public schools; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1299a.,Intro,https://legiscan.com/MI/bill/HB4147/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MI,2013,SB0136,"Health; other; religious liberty and conscience protection act; enact to allow health care payers, health facilities, and health providers a right to decline to provide or pay for certain objectionable health care services. Creates new act.",Intro,https://legiscan.com/MI/bill/SB0136/2013,Healthcare,,,,,,,,,,,,,,,,,,
MI,2015,HB4309,"Health; other; religious liberty and conscience protection act; enact to allow health care payers, health facilities, and health providers a right to decline to provide or pay for certain objectionable health care services. Creates new act.",Intro,https://legiscan.com/MI/bill/HB4309/2015,Healthcare,,,,,,,,,,,,,,,,,,
MI,2015,HB4732,"Family law; marriage and divorce; requirement of marriage license; eliminate, and allow only clergy to solemnize marriage. Amends secs. 2, 7 & 16 of 1846 RS 83 (MCL 551.2 et seq.). TIE BAR WITH: HB 4731'15, HB 4733'15",Intro,https://legiscan.com/MI/bill/HB4732/2015,Marriage,,,,,,,,,,,,,,,,,,
MI,2015,HB4855,Family law; marriage and divorce; religious official's refusal to solemnize a marriage based on violation of conscience or religious beliefs; provide immunity under certain circumstances. Amends 1846 RS 83 (MCL 551.1 - 551.18) by adding sec. 8.,Intro,https://legiscan.com/MI/bill/HB4855/2015,Marriage,,,,,,,,,,,,,,,,,,
